"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"ถึงเจียงใหม่ บางกอก | Thungchiangmai bangkok","4.8","729","Phahon Yothin 7","Phaya Thai","Bangkok","TH","https://www.facebook.com/thungchiangmaibangkok","+66 98 519 0050","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%E0%B8%96%E0%B8%B6%E0%B8%87%E0%B9%80%E0%B8%88%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88%20%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%AD%E0%B8%81%20%7C%20Thungchiangmai%20bangkok&query_place_id=ChIJwyKxd2Cd4jAROw5h5cDRAZM","Restaurant"
"Luigi Bangkok","4.6","199","304/2 Vanit Place Aree, Building C 2nd floor, room, 204 Phahonyothin Rd","Phaya Thai","Bangkok","TH","https://www.instagram.com/luigibangkok/","+66 65 291 9928","Italian restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Luigi%20Bangkok&query_place_id=ChIJtyd2APOf4jARzg2eG-R-yvY","Italian restaurant"
"PERB","4.4","343","ตึก A, One Ari, ชั้น4, 9/2 Soi Ari 1","Phaya Thai","Bangkok","TH","https://www.facebook.com/perbbkk/","+66 91 299 2171","Thai restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PERB&query_place_id=ChIJfSHBpP-d4jARMTq0BQWZu00","Thai restaurant"
"เสือเบิร์นไฟ เทปันยากิ สาขา อารีย์ (Tigerburnsfire Teppanyaki, Ari)","4.9","41","Phahonyothin Rd","Phaya Thai","Bangkok","TH","http://www.facebook.com/tigerburnsfire","+66 89 717 0133","Japanese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B8%AD%E0%B9%80%E0%B8%9A%E0%B8%B4%E0%B8%A3%E0%B9%8C%E0%B8%99%E0%B9%84%E0%B8%9F%20%E0%B9%80%E0%B8%97%E0%B8%9B%E0%B8%B1%E0%B8%99%E0%B8%A2%E0%B8%B2%E0%B8%81%E0%B8%B4%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%20%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B9%8C%20(Tigerburnsfire%20Teppanyaki%2C%20Ari)&query_place_id=ChIJtxh30SCd4jARxWEZ05MoyLA","Japanese restaurant"
"Escape.Ari","4.8","47","36/10 2nd Fl. Paholyothin7 RD.","Phayathai","Bangkok","TH","https://www.facebook.com/escape.ari","+66 63 476 1328","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Escape.Ari&query_place_id=ChIJqcRgS9ad4jARvPDEeroZoa4","Restaurant"
"aiya bkk","4.3","170","The HUB (Phahol - Ari, 466/32","Phaya Thai","Bangkok","TH","https://www.facebook.com/Aiya.Bkk/","+66 62 254 5050","Restaurant","Bar",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=aiya%20bkk&query_place_id=ChIJbw6TVBed4jARKwkkani3LPQ","Restaurant"
"Smizzle Burger - Ari","4.8","919","23/1 Si Fa Alley","Phaya Thai","Bangkok","TH","http://facebook.com/smizzleburger/","+66 63 204 7870","Hamburger restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Smizzle%20Burger%20-%20Ari&query_place_id=ChIJ1WcBXgCd4jARJ_eLRt65L-M","Hamburger restaurant"
"Hobs Ari Samosorn","4.4","41","QGJP+535, Ari Samphan 11 Alley","Phaya Thai","Bangkok","TH","https://www.facebook.com/arisamosornofficial","+66 64 609 9617","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hobs%20Ari%20Samosorn&query_place_id=ChIJ184qc0Gf4jARxwXIueW5gz8","Restaurant"
"Banhmiclub.bkk - Ari","4.9","19","White Cloud Ari, 33 Soi Ari 3","Phaya Thai","Bangkok","TH",,"+66 86 346 9781","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Banhmiclub.bkk%20-%20Ari&query_place_id=ChIJvW8t13uf4jARYx_xD1w1MtA","Restaurant"
"Saiphao Ari สายเพรา อารีย์","4.1","83","465/1-39 Phahonyothin Rd","Phaya Thai","Bangkok","TH","http://www.instagram.com/saiphao","+66 61 235 5639","Thai restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Saiphao%20Ari%20%E0%B8%AA%E0%B8%B2%E0%B8%A2%E0%B9%80%E0%B8%9E%E0%B8%A3%E0%B8%B2%20%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B9%8C&query_place_id=ChIJPfHUWQCd4jARhw0PogiEeYg","Thai restaurant"
"Arina Bistro & Restaurant","4.1","58","85 Phahon Yothin 14","Phaya Thai","Bangkok","TH",,"+66 95 459 2656","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arina%20Bistro%20%26%20Restaurant&query_place_id=ChIJP0PuE_if4jARC2km8R6_-_0","Restaurant"
"Hotaru 119 Omakase & Izakaya - Sanampao","4.8","2578","899 (ในโครงการ The season mall, Phahonyothin Rd","Phaya Thai","Bangkok","TH","https://www.facebook.com/Hotaru119","+66 63 593 8222","Japanese restaurant","Authentic Japanese restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hotaru%20119%20Omakase%20%26%20Izakaya%20-%20Sanampao&query_place_id=ChIJ30_GoVif4jARFfi--XCV8tc","Japanese restaurant"
"Breakfast Story Asok","4.7","2195","392 9 Sukhumvit Rd","Khlong Toei","Bangkok","TH","https://www.breakfaststorybkk.com/","+66 2 120 6653","Restaurant","American restaurant","Breakfast restaurant","Cafe","Canadian restaurant","Coffee shop",,,,,"https://www.google.com/maps/search/?api=1&query=Breakfast%20Story%20Asok&query_place_id=ChIJMw0BZtif4jARRmhD6_Xutpw","Restaurant"
"B. Elbasha Asok Branch (Halal Lebanese & Turkish Restaurant)","4.7","2395","25, 4 Soi Sukhumvit 16","Khlong Toei","Bangkok","TH","http://linktr.ee/elbasha.th","+66 96 067 0014","Lebanese restaurant","Mediterranean restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=B.%20Elbasha%20Asok%20Branch%20(Halal%20Lebanese%20%26%20Turkish%20Restaurant)&query_place_id=ChIJ0-I10zOf4jARV8SRMCyRRlw","Lebanese restaurant"
"Oranuch Thai Dining","4.6","943","36/1 Soi Sukhumvit 23","Watthana","Bangkok","TH","http://www.oranuchbangkok.com/","+66 2 125 3715","Thai restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Oranuch%20Thai%20Dining&query_place_id=ChIJ0eGdrOaf4jARsbK1ylUw0wU","Thai restaurant"
"Breakfast Story Phrom Phong","4.6","2435","593 27 Sukhumvit Rd","Watthana","Bangkok","TH","https://www.breakfaststorybkk.com/","+66 2 258 1461","Restaurant","American restaurant","Breakfast restaurant","Cafe","Canadian restaurant","Coffee shop",,,,,"https://www.google.com/maps/search/?api=1&query=Breakfast%20Story%20Phrom%20Phong&query_place_id=ChIJ641S8P2e4jARFamnzgu_IMo","Restaurant"
"Mozza by Cocotte - EmQuartier","4.4","1983","693 Sukhumvit Rd","Klongtoey","Bangkok","TH","https://mozza-bangkok.com/","+66 97 004 0072","Italian restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mozza%20by%20Cocotte%20-%20EmQuartier&query_place_id=ChIJa65k8wGf4jARN4hQk0SoakI","Italian restaurant"
"Appia Trattoria","4.4","950","20/4 Sukhumvit 31","Watthana","Bangkok","TH","http://www.appia-bangkok.com/","+66 63 267 4893","Italian restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Appia%20Trattoria&query_place_id=ChIJ80v5rv2e4jARVS2emNHKH50","Italian restaurant"
"Antico Fornaio - Crafted Italian focaccia - Asoke","4.8","52","32/61 Sino-Thai Tower Sukhumvit 21 Rd Khlongtoey","Watthana","Bangkok","TH","https://anticofornaio.com/","+66 61 018 5839","Sandwich shop","Italian grocery store","Italian restaurant","Northern Italian restaurant","Restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Antico%20Fornaio%20-%20Crafted%20Italian%20focaccia%20-%20Asoke&query_place_id=ChIJx9lTRXOf4jAR9ACu8IqccM0","Sandwich shop"
"Hokkaido Yakidon Baan Kampu Asoke","4.8","67","ชั้น 2, โครงการบ้านก้ามปู อโศก, Baan Kampu Asoke 2nd floor, 68 Sukhumvit 21 Rd","Watthana","Bangkok","TH",,"+66 91 772 9358","Japanese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hokkaido%20Yakidon%20Baan%20Kampu%20Asoke&query_place_id=ChIJk34ex9uf4jARNSqWLFu7PYw","Japanese restaurant"
"Bangkok Heightz Rooftop (Restaurant & Bar 39th floor)","4.8","2910","413 ชั้น 39, โรงแรม เดอะ คอนทิเนนท์, Sukhumvit Rd","Watthana","Bangkok","TH","https://montraj.com/continent-hotel/bangkok-heightz-rooftop-restaurant-sukhumvit/","+66 2 686 7000","Restaurant","Bar","Thai restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bangkok%20Heightz%20Rooftop%20(Restaurant%20%26%20Bar%2039th%20floor)&query_place_id=ChIJ_QYAIOOe4jARxBtLupRX4u4","Restaurant"
"Padthai Chapaa - Asoke","4.6","130","39/1 Sukhumvit Rd","Watthana","Bangkok","TH","https://www.instagram.com/padthaichapaa","+66 81 353 7805","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Padthai%20Chapaa%20-%20Asoke&query_place_id=ChIJqzb24Ref4jARM4zO8uCWDdk","Restaurant"
"Stoke Bangkok","4.9","304","160/20-21 Thonglor Thong Lo","Watthana","Bangkok","TH","https://stokebangkok.com/","+66 96 821 6480","American restaurant","Bar & grill","Restaurant","Wine bar",,,,,,,"https://www.google.com/maps/search/?api=1&query=Stoke%20Bangkok&query_place_id=ChIJK_UAaAOf4jARxyBbm3MPyns","American restaurant"
"Dreamloft Bangkok Restaurant","4.6","171","36, The Strand, Thonglor ชั้น 3, 195 Thong Lo","Watthana","Bangkok","TH","https://dreamloftbkk.com/","+66 95 706 7274","Restaurant","Brunch restaurant","Cocktail bar","Dessert restaurant","Diner","Lunch restaurant",,,,,"https://www.google.com/maps/search/?api=1&query=Dreamloft%20Bangkok%20Restaurant&query_place_id=ChIJnVphNFOe4jARzYEtJMXNAGI","Restaurant"
"Patara Fine Thai Cuisine","4.5","658","375, 19 Thong Lo","Watthana","Bangkok","TH","http://www.patarathailand.com/","+66 98 253 6380","Thai restaurant","Family restaurant","Fine dining restaurant","Restaurant","Southeast Asian restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Patara%20Fine%20Thai%20Cuisine&query_place_id=ChIJv99arlOe4jARCJI52pBehiQ","Thai restaurant"
"On The Table, Terminal 21 Asok","4.4","205","21 Sukhumvit Rd","Watthana","Bangkok","TH","http://onthetabletokyocafe.com/","+66 80 386 3991","Western restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=On%20The%20Table%2C%20Terminal%2021%20Asok&query_place_id=ChIJXzl8y8uf4jAR_AaEd5aMO3o","Western restaurant"
"หม้อซุป ก๋วยจั๊บญวน อโศก MoreSoup Signature Noodle Asoke","5","24","Sukhumvit 21 Rd","Watthana","Bangkok","TH","https://app.papaya.co.th/moresoup-signature-noodle/channel/f01oa","+66 98 836 8197","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%E0%B8%AB%E0%B8%A1%E0%B9%89%E0%B8%AD%E0%B8%8B%E0%B8%B8%E0%B8%9B%20%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B8%88%E0%B8%B1%E0%B9%8A%E0%B8%9A%E0%B8%8D%E0%B8%A7%E0%B8%99%20%E0%B8%AD%E0%B9%82%E0%B8%A8%E0%B8%81%20MoreSoup%20Signature%20Noodle%20Asoke&query_place_id=ChIJRfYkUNGf4jARCFJ_GvCmqtQ","Restaurant"
"Kenshin Izakaya Asok","4.3","1694","155 Asok Montri Rd","Watthana","Bangkok","TH","https://www.facebook.com/KenshinIzakaya/","+66 2 661 6202","Izakaya restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kenshin%20Izakaya%20Asok&query_place_id=ChIJRbk96-Se4jAR_aE0uywzTRM","Izakaya restaurant"
"Gen Japanese Charcoal Grill & Bar","4.6","172","7 Soi Sukhumvit 25","Watthana","Bangkok","TH","https://gen-japanese-charcoal-grill.com/jp/asok/","+66 2 258 5079","Japanese restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gen%20Japanese%20Charcoal%20Grill%20%26%20Bar&query_place_id=ChIJAxb2MMKf4jAR2Aphl63O4TI","Japanese restaurant"
"Moom Muum Park","4.6","1007","21 Soi Sukhumvit 19","Watthana","Bangkok","TH","http://facebook.com/MoommuumPark","","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Moom%20Muum%20Park&query_place_id=ChIJ9eldoOOe4jARRJaLaYbcXZI","Restaurant"
"Indique- Best indian food in bangkok","4.9","4063","near Terminal 21, 54Sukhumvit, Soi Sukhumvit 19","Watthana","Bangkok","TH","https://indiqueindianfood.com/","+66 95 706 7494","Indian restaurant","Asian restaurant","Bar","Cocktail bar","Halal restaurant","Non vegetarian restaurant","North Eastern Indian restaurant","Restaurant","Vegetarian restaurant",,"https://www.google.com/maps/search/?api=1&query=Indique-%20Best%20indian%20food%20in%20bangkok&query_place_id=ChIJW6dD4QKf4jAR-x-CiXYXo_I","Indian restaurant"
"ASOK PETHOUSE CAT CAFE","4.7","1547","2FL, P. S. Tower Building, 36/18 Sukhumvit 21 Rd","Watthana","Bangkok","TH","http://www.asokpethouse.com/","+66 90 228 2924","Cat cafe","Breakfast restaurant","Cafe","Lunch restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=ASOK%20PETHOUSE%20CAT%20CAFE&query_place_id=ChIJD-fYAfCf4jARNfOfSo_aAo4","Cat cafe"
"El Gaucho Sukhumvit Soi 19","4.4","3821","8 Sukhumvit 19 Alley","Watthana","Bangkok","TH","https://elgaucho.asia/","+66 2 255 2864","Steak house","Grill","Bar","Caterer","Event venue","Family restaurant","Lunch restaurant","Restaurant","Wine bar","Wine store","https://www.google.com/maps/search/?api=1&query=El%20Gaucho%20Sukhumvit%20Soi%2019&query_place_id=ChIJawNSmOOe4jARQHZhlWwGK_o","Steak house"
"Snax Burgers & More","4.7","119","99 Asok Montri Rd","Watthana","Bangkok","TH","https://www.instagram.com/snaxburgers","+66 97 999 5358","Hamburger restaurant","Sandwich shop",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Snax%20Burgers%20%26%20More&query_place_id=ChIJD7LFLgCf4jARinPPU65tbqI","Hamburger restaurant"
"Snoop's Joint","4.9","425","44, 32-31 Sukhumvit 21 Rd","Watthana","Bangkok","TH","https://linktr.ee/snoopsjoint.bkk","+66 94 282 3695","Vegetarian restaurant","Vegan restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Snoop's%20Joint&query_place_id=ChIJtfYNJkuf4jARv4oKlVUT7Yc","Vegetarian restaurant"
"Axis & Spin Rooftop Restaurant & Bar (38th floor)","4.8","1738","38th Floor 413 Sukhumvit Rd","Watthana","Bangkok","TH","https://montraj.com/continent-hotel/axis-and-spin-restaurant/","+66 2 686 7000","Bar","Cocktail bar","Fine dining restaurant","Lounge bar","Restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Axis%20%26%20Spin%20Rooftop%20Restaurant%20%26%20Bar%20(38th%20floor)&query_place_id=ChIJFQlcIOOe4jARjPvJp7kSngI","Bar"
"สมยงตำซั่ว สุขุมวิท-อโศก","4.7","755","44/4 Sukhumvit 21 Rd","Watthana","Bangkok","TH","https://lin.ee/Lg258oV","+66 96 169 6269","Thai restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%E0%B8%AA%E0%B8%A1%E0%B8%A2%E0%B8%87%E0%B8%95%E0%B8%B3%E0%B8%8B%E0%B8%B1%E0%B9%88%E0%B8%A7%20%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97-%E0%B8%AD%E0%B9%82%E0%B8%A8%E0%B8%81&query_place_id=ChIJtyENWqaf4jARAqfMnRP3xQY","Thai restaurant"
"Have a Zeed by Steak Lao","4.1","1967","4th floor ,88","Watthana","Bangkok","TH","http://www.facebook.com/haveazeed","+66 2 108 0787","Thai restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Have%20a%20Zeed%20by%20Steak%20Lao&query_place_id=ChIJ9eldoOOe4jARMJiqUgk_9HA","Thai restaurant"
"Shakariki 432 ASOKE","4.5","1299","อาคารพี เอส ทาวเวอร์ 36/1-2 Sukhumvit 21 Rd","Watthana","Bangkok","TH","https://aroimaru.com/restaurants/shakariki432-asoke/","+66 2 664 0927","Izakaya restaurant","Japanese restaurant","Karaoke bar","Modern izakaya restaurant","Ramen restaurant","Restaurant","Sushi restaurant","Yakitori restaurant",,,"https://www.google.com/maps/search/?api=1&query=Shakariki%20432%20ASOKE&query_place_id=ChIJYTMe3OSe4jARDGRkvAw7SMc","Izakaya restaurant"
"Kung's Restaurant","4.8","79","116 Sukhumvit Alley 22","Khlong Toei","Bangkok","TH",,"+66 96 153 2945","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kung's%20Restaurant&query_place_id=ChIJ1ebqqWyf4jARmWb76MSJY6Y","Restaurant"
"Anan's kitchen Thai Restaurant","4.5","388","545 Sukhumvit Alley 22","Khlong Toei","Bangkok","TH","https://www.facebook.com/Anankitchen22","+66 86 336 7619","Thai restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Anan's%20kitchen%20Thai%20Restaurant&query_place_id=ChIJQX37Yp2f4jAR80rpRq3f7FQ","Thai restaurant"
"Mr. Green Thai Food","4.7","200","PHJ8+G8J, Unnamed Road","Khlong Toei","Bangkok","TH",,"+66 86 466 6656","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mr.%20Green%20Thai%20Food&query_place_id=ChIJ8VfVzsuf4jARCJ-73HrTB2Q","Restaurant"
"Jarunee","4.3","459","650 Sukhumvit Rd","Khlong Toei","Bangkok","TH",,"","Thai restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jarunee&query_place_id=ChIJFw33Cuif4jARwa8jZPxwzsE","Thai restaurant"
"The Urban Deck Cafe Bistro & Bar","4.9","256","Sahai Place Building Parking Available, 49 Sukhumvit 24 Alley","Khlong Toei","Bangkok","TH","http://www.theurbandeck.com/","+66 82 040 6570","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Urban%20Deck%20Cafe%20Bistro%20%26%20Bar&query_place_id=ChIJ7xYYEQCf4jAReCiMcdnusp0","Restaurant"
"Shaloba Eatery","4.8","525","30, 1 ซอยเมธีนิเวศน์","Khlong Toei","Bangkok","TH","https://www.shaloba.com/shaloba-eatery/","+66 91 796 3136","Restaurant","Brunch restaurant","Cafe","Coffee shop","Western restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Shaloba%20Eatery&query_place_id=ChIJHVDGK96f4jARbydPlvu0TOY","Restaurant"
"Nara Thai Cuisine EmQuartier","4.6","1682","621 Sukhumvit Rd","Watthana","Bangkok","TH","http://www.naracuisine.com/","+66 2 003 6258","Thai restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nara%20Thai%20Cuisine%20EmQuartier&query_place_id=ChIJp5w5igGf4jARGrpgX2bEYZM","Thai restaurant"
"The Laughing Tiger","4.8","482","593 17-18 Soi Sukhumvit 33/1","Watthana","Bangkok","TH","https://thelaughingtiger.squarespace.com/","+66 62 601 4950","Restaurant","Bar",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Laughing%20Tiger&query_place_id=ChIJj_UrRIuf4jARMUXTdYNAkJk","Restaurant"
"Lobster Main Kitchen","4.6","175","714/7 Sukhumvit Rd","Khlong Toei","Bangkok","TH","https://www.lobstermainkitchen.com/","+66 94 896 5465","Italian restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lobster%20Main%20Kitchen&query_place_id=ChIJqZFhnUaf4jARG7tWK9JH-VA","Italian restaurant"
"Tapori","4.8","146","22 2 Sukhumvit 47 Alley","Watthana","Bangkok","TH","https://www.taporibkk.com/","+66 64 569 3798","Indian restaurant","Modern Indian restaurant","Restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tapori&query_place_id=ChIJ8ynAp7mf4jAR1d2faDTx7RA","Indian restaurant"
"Maison Philippe","4.7","133","st Floor, S101, 1, 161 Sukhumvit 39","Watthana","Bangkok","TH","https://maisonphilippebkk.com/","+66 2 123 8713","French restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maison%20Philippe&query_place_id=ChIJrSEtZ-Cf4jAR1BxofIJGDHg","French restaurant"
"Peshwa Restaurant Bangkok","4.8","633","19/9 Sukhumvit 20 Alley","Khlong Toei","Bangkok","TH","http://peshwadubai.com/","","Marathi restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Peshwa%20Restaurant%20Bangkok&query_place_id=ChIJxfM_VwCf4jARWT4MA1Fsvi8","Marathi restaurant"
"Holy Belly - Grill & Pasta","4.8","309","GM Floor, Empshere, Sukhumvit Rd","Khlong Toei","Bangkok","TH","https://www.holybellybangkok.com/","+66 61 020 4851","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Holy%20Belly%20-%20Grill%20%26%20Pasta&query_place_id=ChIJmcOJ2uqf4jARfLcBygqOqY0","Restaurant"
"Khao yiphun","4.4","187","B104 UBC2 591, Sukhumvit 33 Alley","Watthana","Bangkok","TH","https://web.facebook.com/Khaoyiphun","+66 80 060 8830","Japanese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Khao%20yiphun&query_place_id=ChIJZRAZu0Sf4jARccr1AFdQAtk","Japanese restaurant"
"Indiagate Restaurant Sukhumvit Soi 47","4.9","2285","875 Sukhumvit Rd","Watthana","Bangkok","TH","https://indiagateth.com/","+66 92 821 7555","Indian restaurant","Buffet restaurant","Fine dining restaurant","Halal restaurant","Modern Indian restaurant","Non vegetarian restaurant","North Indian restaurant","Restaurant","Vegetarian restaurant",,"https://www.google.com/maps/search/?api=1&query=Indiagate%20Restaurant%20Sukhumvit%20Soi%2047&query_place_id=ChIJyxhwOMif4jARchQcbEShvfQ","Indian restaurant"
"Lovemetender Restaurant เลิฟมีเทนเดอร์ (สุขุมวิท31)","4.7","416","267/2 สุขุมวิท 31","Watthana","Bangkok","TH","https://lin.ee/SPthKco","+66 91 299 1978","Restaurant","European restaurant","French restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lovemetender%20Restaurant%20%E0%B9%80%E0%B8%A5%E0%B8%B4%E0%B8%9F%E0%B8%A1%E0%B8%B5%E0%B9%80%E0%B8%97%E0%B8%99%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%A3%E0%B9%8C%20(%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%9731)&query_place_id=ChIJmyM4Ifie4jARhLFzfKSP5PE","Restaurant"
"LA PLANTE","4.6","268","AVORA31, 28 Sukhumvit 31","Watthana","Bangkok","TH","https://www.facebook.com/laplantebkk","+66 98 830 0063","French restaurant","Bistro","Breakfast restaurant","Brunch restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=LA%20PLANTE&query_place_id=ChIJkQb2tXOf4jARhJdrACdo7c8","French restaurant"
"Sit and Wonder","4.5","1971","119 Ban Kluai Nuea Alley","Watthana","Bangkok","TH","https://www.sitandwonderbkk.com/","+66 61 198 9782","Thai restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sit%20and%20Wonder&query_place_id=ChIJK2vw16if4jARNY3pRc4cfFw","Thai restaurant"
"ทองสิบ ข้าวต้ม & บาร์ Thong 10 - Thonglor","5","42","137/1 Soi Thong Lo 10","Watthana","Bangkok","TH","https://www.facebook.com/share/1BzsaogFNg/?mibextid=wwXIfr","+66 92 372 7288","Thai restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%9A%20%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%95%E0%B9%89%E0%B8%A1%20%26%20%E0%B8%9A%E0%B8%B2%E0%B8%A3%E0%B9%8C%20Thong%2010%20-%20Thonglor&query_place_id=ChIJictCMACf4jARR_Z-l5AIu9Q","Thai restaurant"
"D'ARK The Strand - Comfort Food & Specialty Coffee","4.4","413","36, 190 Thong Lo","Watthana","Bangkok","TH","https://www.darkoffee.com/","+66 2 030 1970","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=D'ARK%20The%20Strand%20-%20Comfort%20Food%20%26%20Specialty%20Coffee&query_place_id=ChIJE9TQHq6f4jARNDXnbExNvQM","Restaurant"
"PAY Thonglor","5","34","2nd Fl J Avenue Thonglor 323/1 Thong Lo","Watthana","Bangkok","TH",,"+66 92 037 6801","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PAY%20Thonglor&query_place_id=ChIJkVlkQDef4jARHRku6JLsnCU","Restaurant"
"Tsuru Udon Thonglor | ซูรุอูด้ง ทองหล่อ","4.5","796","64 Thong Lo","Watthana","Bangkok","TH","https://www.tsuruudon.com/","+66 93 454 2882","Restaurant","Family restaurant","Japanese restaurant","Ramen restaurant","Soba noodle shop","Udon noodle restaurant",,,,,"https://www.google.com/maps/search/?api=1&query=Tsuru%20Udon%20Thonglor%20%7C%20%E0%B8%8B%E0%B8%B9%E0%B8%A3%E0%B8%B8%E0%B8%AD%E0%B8%B9%E0%B8%94%E0%B9%89%E0%B8%87%20%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%AD&query_place_id=ChIJMVFBNMaf4jAR06nE3QNo-V0","Restaurant"
"อีหล่า อีสานกายะ ทองหล่อ (Era-izaan Kaya Thonglor)","4.7","865","187 Soi Sukhumvit 63","Watthana","Bangkok","TH","https://www.facebook.com/era.izaan","+66 83 898 7466","Izakaya restaurant","Live music bar",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%E0%B8%AD%E0%B8%B5%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%B2%20%E0%B8%AD%E0%B8%B5%E0%B8%AA%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%B2%E0%B8%A2%E0%B8%B0%20%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%AD%20(Era-izaan%20Kaya%20Thonglor)&query_place_id=ChIJd5ObZC-f4jARnQKOFsQbVHM","Izakaya restaurant"
"SAOLE.BANGKOK","4.3","208","11, 7 Thong Lo","Watthana","Bangkok","TH","https://www.instagram.com/saole.bangkok/?hl=en","+66 61 902 0523","Seafood restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SAOLE.BANGKOK&query_place_id=ChIJlSvqtF2f4jARZQIAY5R2wzY","Seafood restaurant"
